airline,origin,destination,departure_hour,month,day_of_week,distance,weather,delay_minutes,delayed
6E,BOM,HYD,9,5,Thursday,1075,Clear,9,0
6E,BLR,MAA,7,5,Wednesday,754,Storm,27,1
SG,MAA,DEL,2,11,Monday,1534,Cloudy,4,0
AI,BLR,CCU,8,10,Tuesday,1168,Rain,38,1
6E,DEL,HYD,5,9,Sunday,1368,Rain,35,1
6E,BLR,CCU,14,3,Sunday,1546,Clear,0,0
6E,DEL,CCU,18,4,Monday,1667,Rain,40,1
SG,BLR,HYD,23,8,Sunday,1193,Clear,0,0
6E,MAA,BOM,21,11,Saturday,717,Cloudy,2,0
6E,HYD,MAA,7,7,Monday,682,Cloudy,22,1
UK,MAA,HYD,22,9,Wednesday,1434,Cloudy,2,0
SG,DEL,BLR,22,4,Tuesday,1096,Clear,9,0
AI,MAA,CCU,12,5,Saturday,574,Clear,0,0
QP,BLR,CCU,4,8,Friday,1531,Fog,29,1
QP,BOM,MAA,18,7,Tuesday,1558,Clear,17,1
SG,HYD,DEL,2,2,Saturday,1882,Clear,7,0
UK,DEL,MAA,8,5,Wednesday,879,Clear,4,0
SG,BLR,BOM,12,11,Thursday,1208,Cloudy,2,0
UK,BLR,DEL,20,7,Monday,1340,Clear,4,0
6E,DEL,BLR,23,9,Sunday,1558,Rain,27,1
6E,CCU,BOM,19,10,Tuesday,738,Cloudy,15,1
AI,BLR,HYD,11,4,Sunday,868,Rain,23,1
QP,DEL,CCU,2,3,Saturday,1226,Clear,1,0
6E,BLR,HYD,19,7,Monday,1085,Clear,5,0
6E,CCU,BOM,20,6,Monday,1778,Cloudy,35,1
QP,MAA,CCU,11,11,Monday,859,Clear,0,0
UK,HYD,BOM,13,3,Saturday,377,Clear,0,0
SG,CCU,BOM,20,6,Monday,1409,Rain,40,1
6E,DEL,HYD,3,1,Friday,1386,Cloudy,6,0
6E,HYD,MAA,19,5,Sunday,1583,Fog,45,1
SG,BOM,BLR,12,8,Wednesday,752,Cloudy,31,1
UK,MAA,DEL,16,10,Thursday,1574,Clear,0,0
AI,CCU,MAA,4,11,Monday,1727,Rain,21,1
QP,DEL,HYD,14,1,Sunday,1306,Fog,22,1
UK,DEL,MAA,6,11,Friday,910,Clear,0,0
SG,CCU,BLR,12,9,Saturday,1218,Clear,12,0
6E,BLR,DEL,12,3,Tuesday,1181,Clear,0,0
UK,BOM,DEL,22,3,Saturday,1638,Rain,13,0
SG,DEL,BLR,16,10,Friday,1173,Clear,20,1
QP,BLR,CCU,13,9,Monday,1729,Clear,6,0
6E,DEL,CCU,9,3,Thursday,910,Clear,4,0
SG,BOM,MAA,8,6,Monday,1564,Rain,49,1
QP,BOM,BLR,15,11,Friday,1359,Clear,24,1
SG,DEL,BOM,21,1,Sunday,1476,Clear,3,0
AI,CCU,HYD,13,7,Sunday,1344,Cloudy,10,0
AI,MAA,BLR,15,11,Thursday,1535,Rain,32,1
6E,CCU,DEL,7,1,Sunday,628,Clear,0,0
AI,BOM,CCU,13,7,Sunday,988,Clear,20,1
SG,BOM,BLR,13,7,Thursday,1888,Clear,6,0
QP,BOM,MAA,16,4,Wednesday,956,Clear,5,0
UK,HYD,DEL,7,7,Tuesday,790,Clear,0,0
UK,BOM,MAA,8,9,Friday,1899,Clear,2,0
SG,BOM,DEL,8,4,Wednesday,1410,Clear,23,1
UK,CCU,DEL,10,6,Friday,1252,Rain,36,1
UK,BLR,DEL,7,7,Sunday,1691,Clear,0,0
UK,MAA,CCU,4,1,Monday,1157,Fog,28,1
6E,BOM,MAA,12,3,Wednesday,1426,Clear,1,0
AI,CCU,MAA,20,8,Thursday,671,Clear,19,1
UK,MAA,BLR,0,6,Saturday,1027,Rain,16,1
QP,CCU,MAA,15,12,Sunday,1241,Rain,10,0
AI,HYD,BLR,19,11,Sunday,1214,Clear,3,0
6E,CCU,MAA,19,3,Thursday,870,Rain,35,1
6E,BLR,DEL,20,12,Thursday,567,Rain,29,1
QP,BLR,HYD,7,11,Thursday,888,Clear,6,0
UK,DEL,MAA,2,6,Monday,1535,Cloudy,12,0
UK,BOM,CCU,23,8,Friday,1888,Clear,0,0
SG,MAA,BLR,16,4,Saturday,537,Clear,4,0
6E,BOM,DEL,8,1,Saturday,1680,Clear,0,0
SG,DEL,MAA,20,3,Wednesday,1799,Clear,17,1
AI,BOM,DEL,8,9,Saturday,1785,Clear,18,1
AI,BLR,MAA,17,7,Tuesday,673,Clear,27,1
QP,MAA,DEL,23,6,Thursday,702,Clear,5,0
SG,DEL,MAA,18,6,Tuesday,868,Clear,36,1
AI,DEL,BOM,15,10,Thursday,1462,Cloudy,14,0
UK,MAA,DEL,4,9,Sunday,798,Cloudy,1,0
AI,DEL,HYD,22,8,Thursday,962,Rain,22,1
SG,BLR,HYD,10,7,Saturday,1193,Storm,63,1
SG,MAA,BLR,14,1,Sunday,1056,Storm,46,1
6E,HYD,BOM,14,5,Tuesday,951,Clear,0,0
6E,DEL,BLR,5,2,Sunday,871,Clear,0,0
6E,MAA,BOM,14,10,Monday,812,Cloudy,10,0
6E,DEL,CCU,9,5,Friday,1237,Clear,20,1
6E,BOM,BLR,8,3,Thursday,736,Clear,0,0
6E,DEL,HYD,20,6,Tuesday,958,Rain,42,1
UK,HYD,DEL,17,6,Friday,550,Clear,0,0
QP,MAA,BOM,11,12,Sunday,755,Clear,0,0
SG,HYD,DEL,0,3,Monday,895,Cloudy,0,0
6E,DEL,MAA,17,10,Tuesday,929,Rain,28,1
QP,BLR,HYD,17,3,Thursday,757,Rain,28,1
6E,DEL,MAA,3,10,Monday,507,Rain,13,0
QP,BLR,BOM,18,7,Wednesday,1010,Clear,17,1
6E,BOM,MAA,9,7,Wednesday,1716,Cloudy,6,0
UK,MAA,BOM,17,9,Thursday,1169,Clear,14,0
6E,MAA,BOM,20,2,Friday,1011,Fog,29,1
SG,MAA,CCU,16,10,Thursday,1722,Clear,13,0
6E,BOM,CCU,22,9,Monday,1374,Clear,1,0
QP,DEL,HYD,1,3,Friday,1342,Fog,42,1
AI,DEL,HYD,7,2,Wednesday,460,Cloudy,7,0
UK,CCU,MAA,1,9,Monday,826,Clear,8,0
AI,CCU,MAA,4,2,Saturday,944,Clear,3,0
QP,BOM,HYD,8,7,Wednesday,1420,Clear,6,0
UK,CCU,DEL,0,4,Friday,452,Cloudy,0,0
SG,HYD,BOM,9,9,Friday,781,Cloudy,22,1
QP,BOM,BLR,3,12,Monday,1778,Clear,6,0
UK,BOM,CCU,2,11,Saturday,954,Cloudy,1,0
AI,BOM,HYD,20,9,Tuesday,1693,Clear,22,1
6E,MAA,DEL,17,8,Saturday,678,Fog,33,1
6E,BOM,HYD,10,1,Saturday,1641,Cloudy,14,0
QP,BOM,MAA,13,12,Monday,962,Fog,26,1
QP,MAA,DEL,6,12,Monday,749,Clear,0,0
UK,BOM,BLR,11,1,Saturday,1505,Fog,15,1
QP,BOM,HYD,18,10,Monday,1195,Rain,43,1
6E,MAA,DEL,12,2,Tuesday,653,Clear,0,0
SG,CCU,HYD,19,8,Sunday,1596,Storm,75,1
6E,HYD,MAA,11,3,Monday,1283,Cloudy,0,0
6E,MAA,BLR,8,2,Friday,1035,Storm,40,1
6E,CCU,DEL,21,3,Wednesday,1814,Rain,13,0
UK,HYD,MAA,21,4,Thursday,538,Fog,14,0
6E,MAA,CCU,5,5,Monday,2019,Clear,0,0
6E,DEL,BOM,11,4,Friday,1006,Clear,0,0
6E,DEL,CCU,18,6,Wednesday,1495,Clear,26,1
AI,CCU,BOM,6,8,Friday,1805,Cloudy,19,1
QP,DEL,BOM,17,6,Saturday,1735,Clear,22,1
6E,MAA,HYD,21,8,Thursday,704,Clear,0,0
AI,BLR,DEL,5,5,Monday,916,Clear,6,0
UK,MAA,HYD,3,4,Friday,509,Fog,28,1
QP,HYD,CCU,22,2,Thursday,639,Cloudy,1,0
6E,DEL,CCU,23,4,Friday,1465,Clear,13,0
QP,BLR,BOM,20,3,Saturday,1339,Clear,5,0
SG,MAA,HYD,14,7,Tuesday,658,Storm,56,1
SG,CCU,DEL,2,8,Monday,524,Clear,7,0
6E,MAA,BOM,21,11,Wednesday,1005,Cloudy,0,0
AI,CCU,BLR,4,4,Sunday,1331,Fog,45,1
6E,CCU,HYD,4,2,Wednesday,997,Fog,21,1
QP,CCU,BLR,17,10,Thursday,1723,Clear,5,0
SG,HYD,CCU,9,9,Saturday,1393,Cloudy,6,0
SG,BLR,MAA,20,4,Saturday,1291,Storm,58,1
QP,HYD,DEL,20,12,Saturday,614,Clear,0,0
6E,MAA,DEL,19,8,Sunday,1749,Cloudy,38,1
6E,BLR,HYD,20,9,Saturday,1429,Rain,48,1
QP,MAA,CCU,13,5,Tuesday,1807,Clear,0,0
UK,MAA,DEL,20,6,Thursday,972,Clear,19,1
6E,BOM,HYD,21,5,Saturday,1548,Clear,0,0
6E,CCU,MAA,6,9,Friday,1219,Clear,15,1
QP,CCU,BOM,10,10,Tuesday,1691,Clear,13,0
AI,HYD,DEL,14,11,Friday,1248,Clear,10,0
AI,BOM,CCU,20,4,Tuesday,985,Cloudy,36,1
SG,BOM,CCU,9,10,Wednesday,1486,Fog,33,1
AI,CCU,MAA,6,9,Sunday,720,Fog,32,1
AI,DEL,MAA,7,1,Sunday,1377,Rain,36,1
QP,BLR,CCU,19,10,Monday,1206,Rain,32,1
UK,HYD,DEL,12,2,Wednesday,1009,Clear,0,0
SG,BOM,DEL,6,2,Wednesday,1629,Clear,4,0
UK,CCU,HYD,17,2,Thursday,1762,Rain,34,1
AI,HYD,MAA,15,7,Saturday,643,Fog,21,1
AI,DEL,CCU,12,1,Saturday,1386,Clear,19,1
SG,BOM,MAA,14,7,Monday,596,Cloudy,38,1
AI,BLR,BOM,5,9,Saturday,1015,Storm,35,1
UK,BOM,CCU,4,7,Monday,1854,Cloudy,20,1
6E,CCU,DEL,19,4,Thursday,1141,Rain,17,1
6E,BLR,DEL,16,5,Thursday,562,Fog,38,1
QP,HYD,MAA,23,9,Wednesday,930,Cloudy,0,0
SG,HYD,CCU,22,5,Sunday,481,Clear,5,0
SG,BOM,HYD,8,8,Friday,1574,Storm,57,1
6E,HYD,DEL,11,9,Sunday,1717,Rain,27,1
6E,BLR,DEL,20,7,Thursday,699,Clear,11,0
SG,DEL,CCU,0,5,Wednesday,810,Storm,47,1
AI,BLR,BOM,20,1,Friday,1331,Clear,19,1
6E,HYD,CCU,4,9,Tuesday,1561,Fog,14,0
SG,DEL,BOM,6,4,Saturday,1725,Rain,35,1
SG,MAA,BOM,11,6,Wednesday,1834,Clear,6,0
AI,HYD,MAA,16,1,Monday,1319,Rain,20,1
SG,BOM,MAA,8,9,Thursday,1205,Clear,24,1
UK,HYD,BLR,22,11,Friday,494,Fog,13,0
6E,BOM,HYD,18,11,Thursday,546,Cloudy,16,1
SG,HYD,BLR,17,4,Monday,1964,Clear,16,1
QP,DEL,HYD,18,2,Monday,895,Storm,56,1
UK,HYD,MAA,0,2,Saturday,1116,Clear,0,0
6E,DEL,MAA,19,5,Sunday,969,Clear,19,1
6E,DEL,BOM,14,1,Tuesday,691,Cloudy,2,0
UK,BOM,MAA,4,3,Sunday,1439,Clear,5,0
AI,BOM,MAA,18,8,Thursday,1024,Clear,31,1
UK,BLR,HYD,2,1,Monday,728,Cloudy,0,0
AI,DEL,BLR,14,8,Tuesday,1007,Clear,6,0
AI,BOM,CCU,13,11,Sunday,963,Clear,11,0
UK,DEL,BLR,0,12,Wednesday,1179,Cloudy,14,0
SG,CCU,BLR,8,12,Saturday,1591,Clear,19,1
QP,MAA,HYD,2,4,Friday,1104,Clear,0,0
AI,BOM,MAA,22,8,Saturday,1332,Clear,8,0
6E,DEL,MAA,19,1,Thursday,1529,Clear,5,0
UK,CCU,MAA,23,3,Monday,1929,Cloudy,10,0
UK,MAA,CCU,11,10,Thursday,680,Clear,0,0
QP,CCU,BLR,7,3,Sunday,1216,Storm,38,1
SG,BOM,BLR,22,4,Sunday,1392,Clear,7,0
UK,BLR,MAA,7,5,Wednesday,1658,Clear,0,0
AI,DEL,HYD,9,4,Monday,1329,Rain,29,1
AI,BLR,MAA,3,9,Tuesday,673,Clear,9,0
AI,DEL,BLR,19,11,Wednesday,1828,Cloudy,20,1
SG,DEL,HYD,2,7,Sunday,1514,Clear,19,1
6E,HYD,BOM,0,7,Thursday,992,Fog,28,1
6E,CCU,MAA,19,9,Thursday,949,Clear,0,0
SG,HYD,BOM,20,5,Saturday,707,Clear,0,0
QP,MAA,BLR,20,6,Tuesday,1245,Cloudy,17,1
UK,MAA,CCU,20,12,Tuesday,1884,Clear,0,0
QP,CCU,MAA,3,5,Saturday,1141,Fog,30,1
SG,DEL,MAA,8,4,Wednesday,1680,Fog,40,1
SG,BOM,BLR,18,1,Friday,1509,Rain,51,1
QP,HYD,BLR,7,1,Saturday,1633,Clear,0,0
AI,MAA,BLR,18,10,Saturday,393,Cloudy,22,1
SG,MAA,BLR,21,3,Thursday,1117,Clear,0,0
QP,MAA,DEL,23,9,Monday,1129,Clear,0,0
QP,BOM,DEL,18,1,Saturday,1769,Clear,29,1
UK,BLR,MAA,19,10,Monday,1700,Clear,0,0
SG,DEL,HYD,14,5,Monday,1368,Clear,12,0
QP,BOM,HYD,1,10,Tuesday,1519,Rain,30,1
QP,DEL,HYD,10,10,Wednesday,820,Clear,10,0
QP,CCU,BLR,22,7,Saturday,727,Clear,11,0
QP,DEL,CCU,21,12,Thursday,1409,Clear,1,0
6E,BLR,CCU,5,12,Sunday,1607,Cloudy,8,0
SG,CCU,HYD,17,9,Monday,1087,Cloudy,32,1
UK,CCU,HYD,7,6,Sunday,996,Clear,0,0
QP,BLR,DEL,10,12,Thursday,453,Cloudy,6,0
QP,BLR,BOM,15,12,Friday,660,Rain,10,0
QP,HYD,BOM,11,5,Monday,1491,Clear,0,0
UK,MAA,BOM,14,4,Saturday,1254,Rain,11,0
UK,MAA,DEL,2,4,Thursday,1396,Fog,23,1
AI,HYD,BOM,7,12,Saturday,617,Fog,15,1
SG,BLR,CCU,19,2,Sunday,1752,Clear,21,1
UK,BLR,DEL,14,1,Tuesday,1230,Clear,0,0
UK,HYD,MAA,20,7,Sunday,710,Cloudy,31,1
SG,CCU,BLR,23,12,Thursday,1723,Clear,3,0
QP,DEL,MAA,8,4,Wednesday,1017,Clear,3,0
AI,MAA,HYD,6,7,Friday,972,Clear,8,0
UK,BLR,CCU,7,2,Monday,1564,Clear,2,0
SG,DEL,BOM,13,10,Friday,1239,Clear,18,1
QP,DEL,HYD,6,12,Sunday,1399,Clear,10,0
SG,BLR,BOM,9,8,Tuesday,1077,Rain,35,1
SG,BOM,MAA,4,2,Thursday,1730,Clear,5,0
QP,DEL,HYD,9,2,Saturday,790,Clear,18,1
QP,BOM,MAA,22,9,Friday,1114,Fog,37,1
SG,CCU,DEL,10,2,Sunday,738,Rain,31,1
6E,MAA,BOM,18,1,Saturday,917,Clear,0,0
UK,BOM,BLR,10,11,Tuesday,1917,Clear,0,0
SG,MAA,BLR,10,7,Wednesday,925,Cloudy,28,1
AI,BLR,DEL,15,8,Friday,1395,Cloudy,2,0
SG,MAA,HYD,2,9,Wednesday,888,Rain,41,1
UK,BOM,DEL,8,5,Wednesday,601,Clear,0,0
QP,DEL,CCU,3,3,Saturday,1431,Cloudy,11,0
6E,BOM,DEL,4,7,Monday,709,Clear,11,0
QP,CCU,DEL,17,1,Thursday,1189,Storm,49,1
UK,HYD,BOM,4,4,Wednesday,1473,Clear,0,0
UK,DEL,CCU,4,8,Saturday,1207,Clear,0,0
SG,CCU,BOM,13,12,Sunday,500,Cloudy,9,0
UK,MAA,CCU,8,8,Sunday,1333,Rain,30,1
QP,HYD,MAA,2,10,Wednesday,1084,Cloudy,3,0
AI,MAA,CCU,22,4,Wednesday,868,Clear,0,0
SG,BOM,BLR,22,1,Monday,1374,Fog,46,1
QP,HYD,DEL,13,5,Sunday,1718,Cloudy,4,0
6E,CCU,BLR,12,9,Wednesday,732,Clear,13,0
6E,BLR,BOM,19,1,Wednesday,431,Rain,27,1
UK,DEL,BOM,23,11,Wednesday,1528,Clear,0,0
SG,MAA,DEL,2,4,Sunday,949,Cloudy,16,1
QP,MAA,BOM,2,9,Sunday,808,Clear,1,0
SG,MAA,BOM,7,11,Wednesday,681,Clear,1,0
SG,HYD,BLR,7,8,Friday,591,Clear,0,0
UK,DEL,MAA,21,3,Tuesday,918,Clear,0,0
SG,DEL,MAA,12,4,Thursday,1330,Clear,8,0
6E,MAA,DEL,19,6,Saturday,1799,Clear,16,1
UK,CCU,HYD,16,12,Thursday,1106,Cloudy,10,0
AI,DEL,BLR,17,9,Sunday,1568,Clear,42,1
AI,HYD,MAA,22,8,Thursday,1745,Cloudy,0,0
QP,HYD,BLR,14,10,Saturday,1183,,0,0
QP,BLR,BOM,18,2,Thursday,1147,Clear,2,0
UK,HYD,CCU,6,1,Saturday,1142,Clear,0,0
AI,CCU,MAA,6,8,Saturday,1584,Cloudy,10,0
AI,MAA,BLR,14,8,Sunday,289,Clear,0,0
AI,DEL,BLR,21,4,Wednesday,1750,Fog,30,1
SG,BLR,CCU,1,8,Thursday,1328,Cloudy,5,0
6E,CCU,BOM,12,2,Friday,658,Fog,30,1
6E,BOM,BLR,4,3,Sunday,741,Clear,3,0
QP,CCU,HYD,21,11,Monday,1276,Cloudy,0,0
QP,BLR,HYD,12,1,Monday,280,Cloudy,8,0
SG,HYD,BOM,1,7,Monday,1563,Clear,0,0
6E,BOM,DEL,0,11,Monday,1588,Rain,16,1
UK,CCU,BOM,15,9,Tuesday,1269,Clear,0,0
6E,HYD,BLR,5,6,Tuesday,1341,Clear,0,0
QP,HYD,CCU,0,4,Monday,535,Cloudy,0,0
AI,BLR,HYD,3,1,Sunday,1530,Clear,7,0
SG,DEL,BLR,3,2,Saturday,967,Clear,6,0
UK,MAA,CCU,8,7,Tuesday,1116,Cloudy,21,1
SG,BOM,BLR,17,7,Wednesday,931,Clear,30,1
UK,BOM,CCU,20,5,Wednesday,1367,Cloudy,24,1
AI,MAA,DEL,12,4,Saturday,409,Clear,0,0
SG,BOM,DEL,22,1,Monday,1281,Rain,16,1
SG,MAA,CCU,18,2,Sunday,811,Clear,26,1
UK,BLR,DEL,3,4,Monday,1658,Clear,0,0
6E,MAA,DEL,17,12,Thursday,719,Clear,17,1
6E,DEL,HYD,5,4,Friday,724,Cloudy,17,1
UK,MAA,BOM,23,2,Tuesday,1515,Clear,0,0
6E,BOM,BLR,20,7,Monday,518,Clear,19,1
6E,CCU,BLR,1,2,Wednesday,1264,Clear,0,0
6E,BLR,BOM,4,5,Sunday,1396,Clear,0,0
AI,DEL,BLR,10,9,Thursday,1090,Fog,31,1
QP,BLR,BOM,17,2,Sunday,1130,Cloudy,16,1
6E,DEL,BOM,13,12,Wednesday,1631,Clear,0,0
AI,BOM,BLR,2,8,Friday,1257,Clear,13,0
AI,MAA,DEL,15,11,Sunday,1617,Cloudy,9,0
QP,HYD,MAA,15,9,Wednesday,1673,Rain,7,0
UK,MAA,HYD,22,12,Sunday,867,Clear,0,0
6E,CCU,DEL,6,7,Sunday,1656,Fog,47,1
UK,BLR,HYD,0,1,Friday,1319,Clear,0,0
AI,HYD,MAA,17,1,Thursday,860,Clear,0,0
6E,DEL,MAA,16,3,Tuesday,1536,Rain,22,1
6E,BOM,MAA,12,2,Tuesday,1420,Cloudy,0,0
QP,MAA,CCU,16,10,Sunday,1520,Clear,9,0
AI,DEL,BLR,4,12,Wednesday,1157,Fog,34,1
UK,BLR,DEL,3,8,Sunday,567,Rain,27,1
SG,DEL,HYD,9,3,Wednesday,1118,Storm,49,1
QP,CCU,BLR,21,12,Tuesday,1500,Cloudy,2,0
UK,HYD,BOM,12,4,Friday,1609,Cloudy,0,0
6E,HYD,DEL,15,11,Wednesday,559,Clear,0,0
6E,MAA,CCU,23,9,Wednesday,744,Clear,0,0
6E,BOM,MAA,7,6,Thursday,1383,Clear,2,0
SG,DEL,MAA,11,10,Saturday,566,Rain,38,1
6E,BLR,DEL,16,8,Saturday,1744,Clear,15,1
SG,BOM,CCU,3,11,Friday,1594,Rain,45,1
SG,BOM,BLR,9,8,Sunday,1451,Clear,29,1
QP,BOM,BLR,13,5,Tuesday,882,Clear,0,0
6E,MAA,CCU,7,2,Friday,1207,Clear,0,0
QP,BOM,BLR,5,12,Wednesday,864,Clear,0,0
UK,DEL,BOM,10,10,Wednesday,584,Clear,7,0
SG,CCU,BOM,21,2,Saturday,662,Clear,0,0
SG,DEL,CCU,9,8,Wednesday,505,Cloudy,21,1
QP,BOM,HYD,20,10,Tuesday,1752,Clear,8,0
UK,BLR,HYD,16,9,Thursday,590,,5,0
SG,DEL,HYD,3,4,Monday,1635,Clear,11,0
6E,CCU,BOM,21,2,Thursday,1219,Clear,0,0
UK,BLR,BOM,14,12,Friday,1487,Fog,24,1
UK,MAA,CCU,13,5,Tuesday,1494,Rain,0,0
SG,DEL,CCU,16,11,Wednesday,1330,Clear,25,1
SG,HYD,CCU,1,6,Tuesday,1721,Clear,14,0
AI,DEL,BOM,6,10,Monday,443,Clear,1,0
QP,BOM,BLR,19,3,Monday,1187,Cloudy,13,0
SG,BLR,DEL,15,8,Thursday,1882,Clear,16,1
AI,CCU,HYD,9,7,Thursday,1304,Cloudy,31,1
QP,BOM,BLR,11,3,Thursday,626,Clear,2,0
SG,MAA,BLR,14,9,Monday,877,Cloudy,8,0
AI,DEL,HYD,11,6,Monday,1487,Clear,4,0
UK,BOM,HYD,10,8,Monday,1483,Clear,11,0
QP,HYD,CCU,13,1,Saturday,1148,Clear,0,0
6E,BLR,HYD,6,2,Friday,527,Cloudy,0,0
QP,HYD,BOM,13,9,Thursday,882,Cloudy,8,0
UK,MAA,DEL,16,12,Monday,1051,Cloudy,19,1
6E,DEL,MAA,17,2,Monday,1004,Clear,19,1
6E,MAA,CCU,14,1,Wednesday,1308,Cloudy,1,0
UK,CCU,BOM,10,4,Sunday,1218,Clear,0,0
SG,MAA,HYD,15,1,Monday,1105,Cloudy,0,0
QP,BOM,DEL,17,3,Friday,1436,Rain,38,1
AI,BLR,HYD,7,9,Friday,1283,Clear,23,1
QP,CCU,MAA,11,10,Sunday,1454,Rain,18,1
UK,MAA,HYD,16,8,Wednesday,850,Fog,42,1
AI,CCU,DEL,15,5,Tuesday,504,Fog,31,1
QP,CCU,DEL,11,2,Friday,1890,Clear,0,0
6E,BLR,CCU,6,7,Wednesday,1698,Rain,20,1
SG,DEL,HYD,21,12,Tuesday,880,Clear,0,0
SG,BOM,CCU,13,3,Friday,1471,Clear,14,0
AI,BOM,DEL,12,7,Sunday,1075,Clear,9,0
6E,CCU,BLR,11,5,Sunday,1580,Clear,6,0
SG,BOM,HYD,18,5,Monday,561,Clear,16,1
6E,BLR,CCU,7,7,Saturday,901,Fog,26,1
AI,CCU,MAA,22,3,Friday,1500,Clear,0,0
AI,DEL,HYD,1,3,Friday,1300,Clear,10,0
QP,HYD,BOM,0,1,Thursday,896,Rain,18,1
AI,HYD,CCU,12,9,Saturday,1510,Clear,13,0
AI,CCU,BOM,20,11,Thursday,914,Fog,36,1
UK,BLR,BOM,0,6,Monday,1066,Storm,41,1
AI,HYD,MAA,16,8,Monday,1752,Clear,20,1
SG,CCU,MAA,9,12,Saturday,661,Clear,0,0
UK,CCU,BLR,0,10,Wednesday,1302,Clear,0,0
SG,MAA,BOM,8,3,Friday,1322,Fog,30,1
UK,MAA,HYD,15,10,Saturday,1390,Clear,0,0
SG,CCU,BLR,15,5,Tuesday,1512,Clear,2,0
SG,CCU,BOM,20,12,Sunday,1641,Cloudy,24,1
UK,MAA,CCU,23,12,Tuesday,935,Cloudy,0,0
AI,BOM,CCU,1,1,Thursday,878,,14,0
6E,HYD,BLR,20,11,Wednesday,1656,Clear,8,0
AI,BOM,DEL,0,3,Friday,1218,Cloudy,20,1
AI,HYD,BOM,23,6,Monday,1712,Cloudy,9,0
6E,BLR,HYD,18,9,Wednesday,1945,Clear,10,0
6E,CCU,DEL,22,2,Tuesday,1343,Cloudy,0,0
AI,HYD,BOM,1,1,Saturday,1700,Clear,2,0
6E,CCU,DEL,1,5,Monday,596,Clear,1,0
UK,MAA,CCU,23,7,Friday,1517,Clear,8,0
AI,CCU,BLR,6,8,Friday,1248,Clear,14,0
6E,BOM,BLR,9,12,Saturday,1125,Clear,0,0
AI,MAA,BLR,7,4,Thursday,1792,Clear,0,0
AI,BOM,DEL,3,9,Friday,865,Clear,3,0
AI,HYD,BOM,1,3,Monday,761,Cloudy,0,0
UK,BLR,CCU,3,6,Thursday,751,Clear,3,0
SG,BOM,MAA,20,7,Friday,405,Rain,54,1
SG,CCU,BOM,0,6,Tuesday,795,Clear,28,1
SG,CCU,DEL,21,3,Tuesday,1244,Clear,3,0
SG,HYD,MAA,5,3,Wednesday,895,Clear,0,0
QP,DEL,CCU,14,11,Thursday,923,Rain,25,1
6E,BOM,CCU,6,12,Monday,1884,Cloudy,10,0
SG,BOM,HYD,21,1,Sunday,1402,Clear,5,0
QP,CCU,BLR,0,3,Friday,779,Clear,1,0
UK,BLR,MAA,17,12,Saturday,1834,Clear,9,0
QP,DEL,MAA,22,2,Saturday,1203,Clear,13,0
AI,HYD,MAA,10,7,Friday,836,Clear,6,0
QP,CCU,BOM,10,4,Saturday,926,Rain,27,1
UK,HYD,CCU,3,12,Friday,1502,Clear,0,0
6E,BLR,DEL,21,9,Saturday,1111,Fog,27,1
AI,BOM,DEL,23,10,Monday,1392,Clear,11,0
SG,CCU,HYD,11,1,Saturday,1060,Clear,21,1
UK,DEL,HYD,16,2,Wednesday,1553,Fog,39,1
6E,CCU,HYD,18,10,Thursday,1623,Clear,3,0
6E,BOM,CCU,8,3,Wednesday,359,Rain,13,0
QP,DEL,CCU,0,6,Wednesday,747,Clear,7,0
UK,BLR,MAA,3,2,Thursday,1608,Clear,0,0
AI,DEL,MAA,21,1,Wednesday,845,Rain,24,1
6E,DEL,CCU,19,9,Sunday,1505,Clear,24,1
AI,BOM,DEL,2,3,Thursday,809,Clear,17,1
SG,MAA,HYD,19,3,Saturday,435,Clear,17,1
QP,MAA,CCU,21,11,Sunday,1053,Clear,0,0
QP,BOM,MAA,13,9,Friday,1681,Clear,2,0
SG,HYD,DEL,10,3,Wednesday,1801,Cloudy,19,1
SG,BLR,BOM,23,11,Friday,1131,Clear,10,0
UK,BLR,MAA,20,12,Monday,1527,,16,1
SG,BLR,HYD,9,5,Saturday,1479,Cloudy,6,0
AI,CCU,DEL,11,6,Monday,973,Rain,29,1
UK,HYD,CCU,22,8,Thursday,1417,Fog,27,1
UK,HYD,DEL,22,2,Tuesday,1650,Rain,0,0
AI,CCU,HYD,15,11,Sunday,1723,Clear,7,0
UK,HYD,CCU,15,2,Friday,1213,Clear,0,0
SG,DEL,BOM,17,10,Friday,565,Cloudy,25,1
6E,BOM,MAA,6,7,Friday,1677,Clear,17,1
UK,BLR,HYD,22,2,Saturday,1508,Clear,0,0
6E,DEL,MAA,7,6,Tuesday,1101,Rain,28,1
6E,MAA,HYD,19,4,Monday,854,Clear,11,0
AI,BLR,CCU,19,12,Sunday,1017,Clear,11,0
6E,DEL,BLR,6,7,Thursday,986,Clear,0,0
QP,BLR,DEL,19,5,Friday,508,Clear,10,0
QP,MAA,DEL,20,4,Wednesday,843,Clear,9,0
SG,CCU,MAA,11,2,Saturday,864,Storm,49,1
SG,CCU,BLR,12,7,Monday,1255,Clear,13,0
SG,CCU,MAA,12,7,Thursday,504,Clear,4,0
UK,HYD,CCU,1,12,Friday,1354,Clear,0,0
UK,CCU,HYD,12,8,Thursday,579,Clear,0,0
SG,CCU,MAA,16,6,Sunday,836,Clear,39,1
SG,HYD,MAA,13,5,Monday,1709,Clear,7,0
